entry,Group,PLOT,PLANT,Longitude,Latitude,d15N_T1,NDFA_T1_B73xMo17_ref,NDFA_T1_B73_ref,d15N_T2,NDFA_T2_B73xMo17_ref,NDFA_T2_B73_ref,HEIGHT_in,HEIGHT_cm,NODES,NODES_w_BR,NODES_w_AR,NODES_w_BRandAR,DAYS_TO_TASSEL,DAYS_TO_POLLEN,COBS,SILKS
B73xMo17,Modern,1A,1.1,1.00,1.00,6.78,NA,-1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,1A,1.2,2.00,1.00,8.38,NA,-25.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,2.00,1.00
B73xMo17,Modern,1A,1.3,3.00,1.00,9.29,NA,-38.76,NA,NA,NA,65.25,165.74,12.00,2.00,1.00,3.00,74.00,74.00,1.00,1.00
B73xMo17,Modern,1A,1.4,4.00,1.00,10.51,NA,-57.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,1.00,1.00
B73xMo17,Modern,1A,1.5,5.00,1.00,13.69,NA,-104.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,1.6,6.00,1.00,12.21,NA,-82.42,NA,NA,NA,60.50,153.67,12.00,2.00,2.00,4.00,74.00,74.00,1.00,1.00
B73xMo17,Modern,1A,1.7,7.00,1.00,10.93,NA,-63.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,2.00,2.00
B73xMo17,Modern,1A,2.1,1.00,2.00,6.10,NA,8.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,1A,2.2,2.00,2.00,8.67,NA,-29.53,NA,NA,NA,76.50,194.31,13.00,2.00,2.00,4.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,1A,2.3,3.00,2.00,8.58,NA,-28.15,NA,NA,NA,62.00,157.48,11.00,2.00,1.00,3.00,67.00,74.00,1.00,1.00
B73xMo17,Modern,1A,2.4,4.00,2.00,9.82,NA,-46.65,NA,NA,NA,72.50,184.15,14.00,2.00,2.00,4.00,74.00,74.00,1.00,1.00
B73xMo17,Modern,1A,2.5,5.00,2.00,11.33,NA,-69.28,NA,NA,NA,70.50,179.07,13.00,2.00,0.00,2.00,81.00,81.00,1.00,1.00
B73xMo17,Modern,1A,2.6,6.00,2.00,9.70,NA,-44.92,NA,NA,NA,68.00,172.72,13.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,1A,2.7,7.00,2.00,12.60,NA,-88.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,2.00
B73xMo17,Modern,1A,3.1,1.00,3.00,9.99,NA,-49.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,2.00,1.00
B73xMo17,Modern,1A,3.2,2.00,3.00,9.08,NA,-35.59,NA,NA,NA,76.00,193.04,14.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,3.3,3.00,3.00,10.39,NA,-55.24,NA,NA,NA,83.50,212.09,15.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,1A,3.4,4.00,3.00,11.38,NA,-70.06,NA,NA,NA,70.50,179.07,12.00,1.00,1.00,2.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,3.5,5.00,3.00,15.02,NA,-124.37,NA,NA,NA,67.25,170.82,12.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,3.6,6.00,3.00,10.42,NA,-55.61,NA,NA,NA,66.00,167.64,12.00,2.00,2.00,4.00,67.00,74.00,2.00,2.00
B73xMo17,Modern,1A,3.7,7.00,3.00,10.36,NA,-54.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,4.1,1.00,4.00,9.84,NA,-46.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,4.2,2.00,4.00,9.82,NA,-46.78,NA,NA,NA,77.50,196.85,13.00,0.00,0.00,0.00,81.00,81.00,2.00,2.00
B73xMo17,Modern,1A,4.3,3.00,4.00,10.00,NA,-49.35,NA,NA,NA,70.25,178.44,13.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,1A,4.4,4.00,4.00,9.66,NA,-44.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,4.5,5.00,4.00,11.12,NA,-66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,1.00,1.00
B73xMo17,Modern,1A,4.6,6.00,4.00,10.94,NA,-63.45,NA,NA,NA,65.75,167.01,12.00,2.00,2.00,4.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,1A,4.7,7.00,4.00,12.79,NA,-91.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73,Modern,1B,1.1,1.00,5.00,8.57,-69.80,-28.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73,Modern,1B,1.2,2.00,5.00,7.51,-48.84,-12.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73,Modern,1B,1.3,3.00,5.00,10.88,-115.58,-62.53,NA,NA,NA,39.25,99.70,11.00,2.00,2.00,4.00,74.00,81.00,1.00,1.00
B73,Modern,1B,1.4,4.00,5.00,8.39,-66.24,-25.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73,Modern,1B,1.5,5.00,5.00,10.54,-108.81,-57.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,88.00,1.00,1.00
B73,Modern,1B,1.6,6.00,5.00,7.17,-42.18,-7.19,NA,NA,NA,41.50,105.41,11.00,2.00,2.00,4.00,74.00,81.00,2.00,2.00
B73,Modern,1B,1.7,7.00,5.00,6.34,-25.57,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,1.00,1.00
B73,Modern,1B,2.1,1.00,6.00,8.17,-61.91,-22.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,1.00,1.00
B73,Modern,1B,2.2,2.00,6.00,7.26,-43.83,-8.43,NA,NA,NA,44.75,113.67,11.00,2.00,2.00,4.00,74.00,81.00,1.00,1.00
B73,Modern,1B,2.3,3.00,6.00,8.41,-66.62,-25.62,NA,NA,NA,59.00,149.86,14.00,3.00,2.00,5.00,74.00,88.00,2.00,2.00
B73,Modern,1B,2.4,4.00,6.00,7.73,-53.25,-15.54,NA,NA,NA,49.75,126.37,12.00,3.00,1.00,4.00,74.00,81.00,1.00,1.00
B73,Modern,1B,2.5,5.00,6.00,7.50,-48.66,-12.08,NA,NA,NA,58.25,147.96,14.00,3.00,2.00,5.00,81.00,88.00,1.00,1.00
B73,Modern,1B,2.6,6.00,6.00,7.36,-45.89,-9.99,NA,NA,NA,58.50,148.59,14.00,3.00,2.00,5.00,74.00,81.00,2.00,2.00
B73,Modern,1B,2.7,7.00,6.00,6.29,-24.72,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,2.00
B73,Modern,1B,3.1,1.00,7.00,5.05,0.01,24.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,88.00,1.00,1.00
B73,Modern,1B,3.2,2.00,7.00,7.23,-43.18,-7.94,NA,NA,NA,37.25,94.62,12.00,3.00,2.00,5.00,81.00,95.00,1.00,1.00
B73,Modern,1B,3.3,3.00,7.00,5.90,-16.83,11.92,NA,NA,NA,48.25,122.56,12.00,3.00,2.00,5.00,74.00,88.00,1.00,1.00
B73,Modern,1B,3.4,4.00,7.00,5.54,-9.73,17.28,NA,NA,NA,44.25,112.40,11.00,2.00,2.00,4.00,74.00,81.00,1.00,1.00
B73,Modern,1B,3.5,5.00,7.00,6.57,-30.15,1.88,NA,NA,NA,47.25,120.02,12.00,3.00,2.00,5.00,74.00,81.00,1.00,1.00
B73,Modern,1B,3.6,6.00,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73,Modern,1B,3.7,7.00,7.00,6.89,-36.52,-2.92,NA,NA,NA,53.50,135.89,13.00,2.00,1.00,3.00,81.00,88.00,1.00,1.00
B73,Modern,1B,4.1,1.00,8.00,5.85,-15.88,12.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73,Modern,1B,4.2,2.00,8.00,3.89,22.97,41.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73,Modern,1B,4.3,3.00,8.00,6.38,-26.40,4.71,NA,NA,NA,46.50,118.11,11.00,2.00,2.00,4.00,74.00,81.00,1.00,1.00
B73,Modern,1B,4.4,4.00,8.00,5.38,-6.60,19.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73,Modern,1B,4.5,5.00,8.00,3.26,35.31,51.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73,Modern,1B,4.6,6.00,8.00,3.00,40.56,55.18,NA,NA,NA,41.25,104.78,13.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
B73,Modern,1B,4.7,7.00,8.00,3.69,26.94,44.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
Mo17,Modern,1C,1.1,1.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,NA
Mo17,Modern,1C,1.2,2.00,9.00,3.62,28.30,45.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
Mo17,Modern,1C,1.3,3.00,9.00,5.03,0.28,24.82,NA,NA,NA,61.00,154.94,13.00,3.00,2.00,5.00,74.00,81.00,2.00,2.00
Mo17,Modern,1C,1.4,4.00,9.00,4.36,13.65,34.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
Mo17,Modern,1C,1.5,5.00,9.00,4.38,13.23,34.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
Mo17,Modern,1C,1.6,6.00,9.00,3.23,35.97,51.73,NA,NA,NA,51.25,130.18,10.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
Mo17,Modern,1C,1.7,7.00,9.00,2.63,47.90,60.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,1.00,1.00
Mo17,Modern,1C,2.1,1.00,10.00,3.66,27.38,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
Mo17,Modern,1C,2.2,2.00,10.00,5.00,0.85,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo17,Modern,1C,2.3,3.00,10.00,5.67,-12.28,15.35,NA,NA,NA,55.25,140.34,12.00,1.00,0.00,1.00,74.00,81.00,2.00,1.00
Mo17,Modern,1C,2.4,4.00,10.00,3.91,22.52,41.59,NA,NA,NA,58.75,149.23,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
Mo17,Modern,1C,2.5,5.00,10.00,3.67,27.18,45.10,NA,NA,NA,39.00,99.06,11.00,1.00,1.00,2.00,81.00,81.00,1.00,1.00
Mo17,Modern,1C,2.6,6.00,10.00,5.25,-4.00,21.59,NA,NA,NA,60.50,153.67,13.00,2.00,1.00,3.00,74.00,81.00,2.00,1.00
Mo17,Modern,1C,2.7,7.00,10.00,5.60,-11.05,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
Mo17,Modern,1C,3.1,1.00,11.00,5.39,-6.84,19.46,NA,NA,NA,49.00,124.46,10.00,1.00,1.00,2.00,74.00,74.00,1.00,1.00
Mo17,Modern,1C,3.2,2.00,11.00,5.71,-13.17,14.68,NA,NA,NA,52.25,132.72,11.00,2.00,1.00,3.00,74.00,74.00,2.00,1.00
Mo17,Modern,1C,3.3,3.00,11.00,5.27,-4.37,21.31,NA,NA,NA,47.25,120.02,10.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
Mo17,Modern,1C,3.4,4.00,11.00,4.52,10.49,32.52,NA,NA,NA,47.00,119.38,10.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
Mo17,Modern,1C,3.5,5.00,11.00,4.69,7.14,29.99,NA,NA,NA,49.25,125.10,11.00,2.00,1.00,3.00,74.00,74.00,2.00,2.00
Mo17,Modern,1C,3.6,6.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo17,Modern,1C,3.7,7.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo17,Modern,1C,4.1,1.00,12.00,3.55,29.64,46.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
Mo17,Modern,1C,4.2,2.00,12.00,5.21,-3.15,22.24,NA,NA,NA,58.50,148.59,11.00,2.00,2.00,4.00,74.00,81.00,3.00,2.00
Mo17,Modern,1C,4.3,3.00,12.00,4.26,15.67,36.42,NA,NA,NA,57.25,145.42,11.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
Mo17,Modern,1C,4.4,4.00,12.00,6.06,-20.05,9.49,NA,NA,NA,53.00,134.62,11.00,1.00,1.00,2.00,74.00,81.00,1.00,NA
Mo17,Modern,1C,4.5,5.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo17,Modern,1C,4.6,6.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo17,Modern,1C,4.7,7.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,1D,1.1,1.00,13.00,2.57,NA,61.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,2.00
B73xMo17,Modern,1D,1.2,2.00,13.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,NA,NA,NA
B73xMo17,Modern,1D,1.3,3.00,13.00,5.45,NA,18.55,NA,NA,NA,83.50,212.09,14.00,2.00,1.00,3.00,74.00,74.00,3.00,2.00
B73xMo17,Modern,1D,1.4,4.00,13.00,5.27,NA,21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
B73xMo17,Modern,1D,1.5,5.00,13.00,4.08,NA,39.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,2.00,1.00
B73xMo17,Modern,1D,1.6,6.00,13.00,5.58,NA,16.67,NA,NA,NA,58.50,148.59,14.00,2.00,1.00,3.00,67.00,74.00,2.00,2.00
B73xMo17,Modern,1D,1.7,7.00,13.00,3.02,NA,54.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,1D,2.1,1.00,14.00,3.67,NA,45.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,1.00
B73xMo17,Modern,1D,2.2,2.00,14.00,2.52,NA,62.42,NA,NA,NA,60.50,153.67,12.00,2.00,1.00,3.00,67.00,74.00,2.00,1.00
B73xMo17,Modern,1D,2.3,3.00,14.00,3.72,NA,44.46,NA,NA,NA,72.00,182.88,12.00,1.00,0.00,1.00,74.00,74.00,2.00,2.00
B73xMo17,Modern,1D,2.4,4.00,14.00,2.46,NA,63.24,NA,NA,NA,64.25,163.20,10.00,1.00,1.00,2.00,74.00,74.00,1.00,1.00
B73xMo17,Modern,1D,2.5,5.00,14.00,3.30,NA,50.77,NA,NA,NA,59.50,151.13,11.00,2.00,1.00,3.00,67.00,74.00,1.00,1.00
B73xMo17,Modern,1D,2.6,6.00,14.00,3.66,NA,45.27,NA,NA,NA,69.75,177.17,13.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,1D,2.7,7.00,14.00,2.25,NA,66.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
B73xMo17,Modern,1D,3.1,1.00,15.00,1.89,NA,71.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,2.00,1.00
B73xMo17,Modern,1D,3.2,2.00,15.00,1.71,NA,74.52,NA,NA,NA,65.75,167.01,12.00,2.00,1.00,3.00,81.00,81.00,2.00,1.00
B73xMo17,Modern,1D,3.3,3.00,15.00,3.26,NA,51.26,NA,NA,NA,58.50,148.59,12.00,1.00,1.00,2.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,1D,3.4,4.00,15.00,3.56,NA,46.76,NA,NA,NA,64.75,164.47,10.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,Modern,1D,3.5,5.00,15.00,2.29,NA,65.74,NA,NA,NA,66.25,168.28,12.00,1.00,1.00,2.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,1D,3.6,6.00,15.00,1.82,NA,72.85,NA,NA,NA,51.25,130.18,11.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,Modern,1D,3.7,7.00,15.00,3.05,NA,54.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,2.00,1.00
B73xMo17,Modern,1D,4.1,1.00,16.00,0.93,NA,86.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,1.00
B73xMo17,Modern,1D,4.2,2.00,16.00,3.14,NA,53.07,NA,NA,NA,56.25,142.88,11.00,2.00,1.00,3.00,67.00,74.00,2.00,1.00
B73xMo17,Modern,1D,4.3,3.00,16.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,1D,4.4,4.00,16.00,3.85,NA,42.44,NA,NA,NA,62.00,157.48,12.00,2.00,1.00,3.00,67.00,74.00,1.00,1.00
B73xMo17,Modern,1D,4.5,5.00,16.00,2.70,NA,59.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,2.00,1.00
B73xMo17,Modern,1D,4.6,6.00,16.00,3.41,NA,49.13,NA,NA,NA,63.25,160.66,12.00,6.00,1.00,7.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,1D,4.7,7.00,16.00,1.84,NA,72.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,2.00,1.00
Hickory_King,Modern,2A,1.1,8.00,1.00,9.26,-83.41,-38.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
Hickory_King,Modern,2A,1.2,9.00,1.00,8.47,-67.79,-26.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
Hickory_King,Modern,2A,1.3,10.00,1.00,8.29,-64.18,-23.77,NA,NA,NA,69.25,175.90,13.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
Hickory_King,Modern,2A,1.4,11.00,1.00,8.91,-76.61,-33.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,88.00,2.00,2.00
Hickory_King,Modern,2A,1.5,12.00,1.00,9.35,-85.19,-39.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,88.00,1.00,1.00
Hickory_King,Modern,2A,1.6,13.00,1.00,8.68,-72.03,-29.70,NA,NA,NA,70.50,179.07,14.00,1.00,1.00,2.00,74.00,81.00,3.00,2.00
Hickory_King,Modern,2A,1.7,14.00,1.00,8.44,-67.16,-26.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.00,95.00,2.00,2.00
Hickory_King,Modern,2A,2.1,8.00,2.00,9.48,-87.93,-41.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
Hickory_King,Modern,2A,2.2,9.00,2.00,8.52,-68.83,-27.28,NA,NA,NA,71.75,182.25,13.00,2.00,1.00,3.00,67.00,81.00,2.00,2.00
Hickory_King,Modern,2A,2.3,10.00,2.00,8.08,-60.13,-20.72,NA,NA,NA,58.50,148.59,10.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
Hickory_King,Modern,2A,2.4,11.00,2.00,8.31,-64.77,-24.22,NA,NA,NA,69.00,175.26,12.00,2.00,0.00,2.00,67.00,81.00,1.00,1.00
Hickory_King,Modern,2A,2.5,12.00,2.00,9.10,-80.24,-35.89,NA,NA,NA,55.50,140.97,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
Hickory_King,Modern,2A,2.6,13.00,2.00,8.27,-63.81,-23.50,NA,NA,NA,87.25,221.62,14.00,1.00,1.00,2.00,74.00,88.00,2.00,2.00
Hickory_King,Modern,2A,2.7,14.00,2.00,6.39,-26.61,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
Hickory_King,Modern,2A,3.1,8.00,3.00,11.09,-119.84,-65.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
Hickory_King,Modern,2A,3.2,9.00,3.00,9.68,-91.86,-44.64,NA,NA,NA,61.25,155.58,12.00,3.00,1.00,4.00,67.00,74.00,2.00,1.00
Hickory_King,Modern,2A,3.3,10.00,3.00,8.11,-60.63,-21.10,NA,NA,NA,64.25,163.20,10.00,1.00,0.00,1.00,74.00,81.00,1.00,1.00
Hickory_King,Modern,2A,3.4,11.00,3.00,9.03,-78.89,-34.87,NA,NA,NA,56.25,142.88,12.00,3.00,2.00,5.00,74.00,81.00,2.00,2.00
Hickory_King,Modern,2A,3.5,12.00,3.00,7.35,-45.67,-9.82,NA,NA,NA,45.25,114.94,11.00,0.00,0.00,0.00,88.00,88.00,NA,NA
Hickory_King,Modern,2A,3.6,13.00,3.00,6.70,-32.80,-0.12,NA,NA,NA,85.50,217.17,13.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
Hickory_King,Modern,2A,3.7,14.00,3.00,4.66,7.66,30.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
Hickory_King,Modern,2A,4.1,8.00,4.00,9.59,-89.99,-43.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,2.00
Hickory_King,Modern,2A,4.2,9.00,4.00,8.31,-64.70,-24.17,NA,NA,NA,37.50,95.25,10.00,2.00,1.00,3.00,67.00,74.00,1.00,1.00
Hickory_King,Modern,2A,4.3,10.00,4.00,8.45,-67.51,-26.29,NA,NA,NA,57.75,146.69,14.00,2.00,1.00,3.00,67.00,74.00,1.00,1.00
Hickory_King,Modern,2A,4.4,11.00,4.00,8.84,-75.27,-32.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
Hickory_King,Modern,2A,4.5,12.00,4.00,8.37,-65.95,-25.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,88.00,1.00,1.00
Hickory_King,Modern,2A,4.6,13.00,4.00,8.43,-67.09,-25.97,NA,NA,NA,59.50,151.13,12.00,1.00,1.00,2.00,88.00,88.00,2.00,2.00
Hickory_King,Modern,2A,4.7,14.00,4.00,6.91,-36.85,-3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
