entry,Group,PLOT,PLANT,Longitude,Latitude,d15N_T1,NDFA_T1_B73xMo17_ref,NDFA_T1_B73_ref,d15N_T2,NDFA_T2_B73xMo17_ref,NDFA_T2_B73_ref,HEIGHT_in,HEIGHT_cm,NODES,NODES_w_BR,NODES_w_AR,NODES_w_BRandAR,DAYS_TO_TASSEL,DAYS_TO_POLLEN,COBS,SILKS
Santa_Maria_Tiltepec,Highland,6D,1.6,41.00,13.00,0.59,88.23,91.13,3.51,30.49,47.59,149.50,379.73,22.00,7.00,6.00,13.00,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,1.7,42.00,13.00,0.26,94.85,96.11,1.42,71.76,78.71,NA,NA,NA,NA,NA,NA,116.00,123.00,2.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.1,36.00,14.00,-0.29,105.74,104.33,1.06,78.98,84.16,NA,NA,NA,NA,NA,NA,123.00,123.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,2.2,37.00,14.00,0.97,80.74,85.48,5.63,-11.59,15.88,144.25,366.40,20.00,6.00,6.00,12.00,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.3,38.00,14.00,-0.11,102.23,101.68,3.03,39.88,54.67,159.25,404.50,24.00,7.00,6.00,13.00,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.4,39.00,14.00,3.03,40.04,54.79,5.17,-2.47,22.75,147.13,373.70,24.00,10.00,9.00,19.00,116.00,123.00,2.00,2.00
Santa_Maria_Tiltepec,Highland,6D,2.5,40.00,14.00,1.64,67.44,75.45,4.22,16.39,36.96,150.50,382.27,24.00,5.00,4.00,9.00,130.00,130.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.6,41.00,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa_Maria_Tiltepec,Highland,6D,2.7,42.00,14.00,0.00,100.08,100.06,1.71,66.21,74.52,147.25,374.02,21.00,7.00,6.00,13.00,116.00,116.00,2.00,2.00
Santa_Maria_Tiltepec,Highland,6D,3.1,36.00,15.00,1.21,75.96,81.88,3.53,30.02,47.24,NA,NA,NA,NA,NA,NA,109.00,116.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,3.2,37.00,15.00,3.16,37.35,52.77,7.03,-39.39,-5.09,158.50,402.59,21.00,4.00,3.00,7.00,116.00,123.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,3.3,38.00,15.00,1.18,76.60,82.36,2.15,57.47,67.93,145.25,368.94,25.00,7.00,6.00,13.00,130.00,130.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,3.4,39.00,15.00,0.56,88.92,91.65,5.41,-7.13,19.24,147.75,375.29,22.00,6.00,5.00,11.00,109.00,116.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,3.5,40.00,15.00,2.11,58.28,68.55,5.95,-17.88,11.13,130.00,330.20,19.00,5.00,4.00,9.00,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,3.6,41.00,15.00,2.33,53.80,65.17,3.71,26.50,44.59,133.25,338.46,21.00,7.00,6.00,13.00,130.00,130.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,3.7,42.00,15.00,0.28,94.54,95.88,1.02,79.77,84.75,NA,NA,NA,NA,NA,NA,123.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.1,36.00,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa_Maria_Tiltepec,Highland,6D,4.2,37.00,16.00,NA,NA,NA,4.83,4.21,27.79,127.25,323.22,22.00,8.00,7.00,15.00,116.00,123.00,2.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.3,38.00,16.00,0.93,81.66,86.18,3.41,32.39,49.03,145.38,369.25,20.00,5.00,4.00,9.00,109.00,116.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,4.4,39.00,16.00,1.55,69.36,76.90,2.38,52.76,64.39,NA,NA,NA,NA,NA,NA,116.00,123.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,4.5,40.00,16.00,2.48,50.87,62.96,2.94,41.75,56.08,NA,NA,NA,NA,NA,NA,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.6,41.00,16.00,0.08,98.49,98.86,0.88,82.65,86.92,135.63,344.49,21.00,6.00,5.00,11.00,109.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.7,42.00,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7A,1.1,43.00,1.00,0.18,NA,97.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,1.2,44.00,1.00,3.10,NA,53.75,NA,NA,NA,66.00,167.64,14.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,1.3,45.00,1.00,2.57,NA,61.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,1.4,46.00,1.00,3.02,NA,54.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,1.5,47.00,1.00,3.05,NA,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
B73xMo17,Modern,7A,1.6,48.00,1.00,3.28,NA,50.96,NA,NA,NA,54.50,138.43,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,1.7,49.00,1.00,1.75,NA,73.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,2.1,43.00,2.00,1.69,NA,74.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.2,44.00,2.00,0.92,NA,86.23,NA,NA,NA,64.00,162.56,12.00,1.00,1.00,2.00,74.00,88.00,1.00,1.00
B73xMo17,Modern,7A,2.3,45.00,2.00,0.81,NA,87.91,NA,NA,NA,70.00,177.80,13.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.4,46.00,2.00,2.20,NA,67.09,NA,NA,NA,54.00,137.16,11.00,1.00,0.00,1.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.5,47.00,2.00,3.37,NA,49.61,NA,NA,NA,51.00,129.54,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,2.6,48.00,2.00,3.55,NA,46.91,NA,NA,NA,41.00,104.14,13.00,2.00,2.00,4.00,81.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.7,49.00,2.00,1.78,NA,73.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,3.1,43.00,3.00,0.80,NA,87.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,1.00,1.00
B73xMo17,Modern,7A,3.2,44.00,3.00,1.54,NA,77.00,NA,NA,NA,65.75,167.01,12.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,3.3,45.00,3.00,-0.11,NA,101.72,NA,NA,NA,57.25,145.42,12.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,3.4,46.00,3.00,-0.03,NA,100.51,NA,NA,NA,63.75,161.93,13.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,3.5,47.00,3.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7A,3.6,48.00,3.00,0.13,NA,98.03,NA,NA,NA,59.00,149.86,13.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,3.7,49.00,3.00,0.70,NA,89.58,NA,NA,NA,55.25,140.34,13.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,Modern,7A,4.1,43.00,4.00,1.77,NA,73.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,4.2,44.00,4.00,3.25,NA,51.41,NA,NA,NA,57.25,145.42,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,4.3,45.00,4.00,4.82,NA,27.93,NA,NA,NA,59.75,151.77,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,4.4,46.00,4.00,1.66,NA,75.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,4.5,47.00,4.00,1.59,NA,76.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,88.00,2.00,1.00
B73xMo17,Modern,7A,4.6,48.00,4.00,2.41,NA,63.93,NA,NA,NA,48.75,123.83,11.00,0.00,0.00,0.00,74.00,88.00,2.00,1.00
B73xMo17,Modern,7A,4.7,49.00,4.00,1.37,NA,79.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
Jaltepec_de_Candayoc,Lowland,7B,1.1,43.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.2,44.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.3,45.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.4,46.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.5,47.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.6,48.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.7,49.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,2.1,43.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,2.2,44.00,6.00,-0.61,112.12,109.14,0.52,89.74,92.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,2.3,45.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,2.4,46.00,6.00,-0.39,107.68,105.79,1.45,71.20,78.29,114.50,290.83,18.00,4.00,3.00,7.00,95.00,102.00,2.00,2.00
Jaltepec_de_Candayoc,Lowland,7B,2.5,47.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,2.6,48.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,2.7,49.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,3.1,43.00,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Marcos_Moctum,Lowland,7B,3.2,44.00,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Marcos_Moctum,Lowland,7B,3.3,45.00,7.00,-0.41,108.12,106.12,3.64,27.93,45.66,104.00,264.16,19.00,5.00,4.00,9.00,95.00,102.00,2.00,1.00
Jaltepec_de_Candayoc,Lowland,7B,3.4,46.00,7.00,-1.43,128.34,121.36,2.81,44.29,58.00,108.25,274.96,16.00,5.00,4.00,9.00,95.00,102.00,1.00,NA
Jaltepec_de_Candayoc,Lowland,7B,3.5,47.00,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,3.6,48.00,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,3.7,49.00,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.1,43.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.2,44.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.3,45.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.4,46.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.5,47.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.6,48.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,4.7,49.00,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.1,43.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.2,44.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.3,45.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.4,46.00,9.00,3.31,34.32,50.48,3.03,40.03,54.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.5,47.00,9.00,2.11,58.20,68.49,3.62,28.17,45.85,106.75,271.15,19.00,6.00,5.00,11.00,116.00,130.00,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.6,48.00,9.00,-0.78,115.44,111.64,1.55,69.29,76.85,93.00,236.22,20.00,6.00,5.00,11.00,116.00,130.00,2.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,1.7,49.00,9.00,1.35,73.22,79.81,0.24,95.26,96.43,NA,NA,NA,NA,NA,NA,123.00,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,2.1,43.00,10.00,1.90,62.27,71.55,2.95,41.64,56.00,61.00,154.94,19.00,7.00,6.00,13.00,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,2.2,44.00,10.00,2.43,51.78,63.65,3.70,26.73,44.76,105.50,267.97,20.00,6.00,5.00,11.00,123.00,130.00,1.00,1.00
San_Ildefonso_Villa_Alta,Lowland,7C,2.3,45.00,10.00,3.30,34.60,50.70,5.68,-12.50,15.19,99.50,252.73,19.00,3.00,2.00,5.00,123.00,NA,3.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,2.4,46.00,10.00,2.48,50.78,62.89,5.39,-6.85,19.45,96.50,245.11,20.00,5.00,4.00,9.00,123.00,130.00,2.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,2.5,47.00,10.00,0.08,98.41,98.80,2.76,45.23,58.71,91.25,231.78,20.00,5.00,4.00,9.00,123.00,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,2.6,48.00,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,2.7,49.00,10.00,-0.45,108.86,106.68,1.74,65.49,73.98,95.25,241.94,22.00,6.00,5.00,11.00,130.00,NA,1.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.1,43.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.2,44.00,11.00,2.55,49.44,61.88,4.49,11.11,32.98,111.25,282.58,20.00,7.00,6.00,13.00,116.00,123.00,2.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.3,45.00,11.00,3.56,29.37,46.75,3.58,29.00,46.47,100.50,255.27,22.00,5.00,4.00,9.00,130.00,130.00,2.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.4,46.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.5,47.00,11.00,1.62,67.88,75.78,2.20,56.44,67.16,84.25,214.00,18.00,5.00,4.00,9.00,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.6,48.00,11.00,1.40,72.27,79.10,2.25,55.35,66.33,70.00,177.80,20.00,6.00,6.00,12.00,130.00,130.00,1.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,3.7,49.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.1,43.00,12.00,-0.65,112.95,109.77,0.98,80.55,85.34,NA,NA,NA,NA,NA,NA,116.00,130.00,1.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.2,44.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.3,45.00,12.00,0.58,88.48,91.31,2.19,56.67,67.33,110.50,280.67,20.00,6.00,5.00,11.00,NA,NA,2.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.4,46.00,12.00,0.74,85.34,88.95,2.69,46.63,59.77,NA,NA,NA,NA,NA,NA,130.00,130.00,3.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.5,47.00,12.00,1.77,65.02,73.63,1.06,78.91,84.10,107.33,272.61,18.00,7.00,7.00,14.00,123.00,NA,2.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.6,48.00,12.00,0.13,97.33,97.99,-1.26,125.02,118.86,96.00,243.84,19.00,6.00,5.00,11.00,130.00,NA,3.00,NA
San_Ildefonso_Villa_Alta,Lowland,7C,4.7,49.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7D,1.1,43.00,13.00,0.55,NA,91.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,2.00
B73xMo17,Modern,7D,1.2,44.00,13.00,1.52,NA,77.22,NA,NA,NA,62.50,158.75,14.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
B73xMo17,Modern,7D,1.3,45.00,13.00,1.58,NA,76.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,1.4,46.00,13.00,0.65,NA,90.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,88.00,2.00,2.00
B73xMo17,Modern,7D,1.5,47.00,13.00,0.32,NA,95.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,2.00,1.00
B73xMo17,Modern,7D,1.6,48.00,13.00,0.41,NA,93.89,NA,NA,NA,62.25,158.12,13.00,1.00,1.00,2.00,81.00,88.00,2.00,1.00
B73xMo17,Modern,7D,1.7,49.00,13.00,2.31,NA,65.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,88.00,1.00,1.00
B73xMo17,Modern,7D,2.1,43.00,14.00,1.69,NA,74.78,NA,NA,NA,51.00,129.54,12.00,1.00,1.00,2.00,74.00,74.00,2.00,2.00
B73xMo17,Modern,7D,2.2,44.00,14.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7D,2.3,45.00,14.00,2.46,NA,63.22,NA,NA,NA,68.25,173.36,14.00,2.00,1.00,3.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,2.4,46.00,14.00,2.64,NA,60.64,NA,NA,NA,57.00,144.78,13.00,3.00,2.00,5.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,2.5,47.00,14.00,1.45,NA,78.36,NA,NA,NA,47.00,119.38,12.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
B73xMo17,Modern,7D,2.6,48.00,14.00,4.28,NA,36.13,NA,NA,NA,47.50,120.65,11.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,2.7,49.00,14.00,1.82,NA,72.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,7D,3.1,43.00,15.00,2.90,NA,56.72,NA,NA,NA,74.50,189.23,13.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7D,3.2,44.00,15.00,2.25,NA,66.45,NA,NA,NA,67.00,170.18,13.00,1.00,0.00,1.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7D,3.3,45.00,15.00,2.17,NA,67.61,NA,NA,NA,66.25,168.28,13.00,1.00,0.00,1.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7D,3.4,46.00,15.00,1.32,NA,80.35,NA,NA,NA,62.25,158.12,14.00,2.00,1.00,3.00,74.00,81.00,3.00,2.00
B73xMo17,Modern,7D,3.5,47.00,15.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7D,3.6,48.00,15.00,1.53,NA,77.21,NA,NA,NA,51.75,131.45,13.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,Modern,7D,3.7,49.00,15.00,2.70,NA,59.72,NA,NA,NA,46.50,118.11,11.00,2.00,2.00,4.00,81.00,88.00,2.00,2.00
B73xMo17,Modern,7D,4.1,43.00,16.00,2.27,NA,66.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,7D,4.2,44.00,16.00,2.88,NA,57.02,NA,NA,NA,59.00,149.86,12.00,2.00,1.00,3.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,4.3,45.00,16.00,1.97,NA,70.52,NA,NA,NA,62.25,158.12,12.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,4.4,46.00,16.00,1.49,NA,77.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7D,4.5,47.00,16.00,2.82,NA,57.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,74.00,2.00,1.00
B73xMo17,Modern,7D,4.6,48.00,16.00,2.52,NA,62.29,NA,NA,NA,57.38,145.73,12.00,2.00,2.00,4.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7D,4.7,49.00,16.00,2.88,NA,56.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.00,88.00,1.00,1.00
